work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0003237,AST00228,DEN01,AMER-Central,2025-03-13,Preventive,Compressor,Compressor vibration,P3,TECH0010,FacilityPro,1.5,3.08,706,147,940,9.28,12.11,Completed,0,0,2025-03
WO0001195,AST00086,ATL01,AMER-East,2025-03-14,Corrective,Valve,Valve blockage,P1,TECH0055,Schneider Services,8.0,3.98,5124,1000,6364,2.41,11.9,Completed,0,0,2025-03
WO0006375,AST00436,DAL01,AMER-Central,2025-03-14,Corrective,Sensor,Flow sensor,P2,TECH0085,DataVolt,6.1,2.34,2274,683,3295,2.01,9.19,Completed,0,0,2025-03
WO0001478,AST00106,DAL01,AMER-Central,2025-03-14,Corrective,Fan Motor,Bearing wear,P4,TECH0040,Vertiv Services,8.5,10.97,2162,1139,3619,0.2,10.12,Completed,1,0,2025-03
WO0007104,AST00494,ATL01,AMER-East,2025-03-14,Corrective,Routine Wear,Alignment,P4,TECH0093,FacilityPro,12.0,5.92,5947,1560,7739,1.14,12.86,Completed,1,0,2025-03
WO0006038,AST00416,ATL01,AMER-East,2025-03-14,Corrective,Fan Motor,Motor overheating,P2,TECH0041,CBRE Ops,16.5,1.34,2280,1980,4558,0.49,17.74,Completed,0,0,2025-03
WO0001590,AST00113,SJC01,AMER-West,2025-03-14,Corrective,Routine Wear,Alignment,P2,TECH0032,PowerGrid Mechanical,16.2,12.22,6765,1960,9110,0.2,17.61,Completed,1,1,2025-03
WO0006590,AST00453,CHI01,AMER-East,2025-03-14,Corrective,Transformer,Insulation aging,P3,TECH0113,ABB Services,12.3,5.45,3077,1574,4744,1.91,15.88,Completed,0,0,2025-03
WO0006777,AST00467,MIA01,AMER-Central,2025-03-14,Preventive,Capacitor,Bulge,P3,TECH0112,Vertiv Services,4.9,3.72,256,514,914,8.53,15.29,Completed,0,0,2025-03
WO0000644,AST00048,ASH01,AMER-East,2025-03-14,Corrective,Routine Wear,Inspection finding,P4,TECH0060,PowerGrid Mechanical,6.8,6.79,2290,666,3217,0.2,7.04,Completed,1,0,2025-03
WO0000321,AST00021,TOR01,AMER-Central,2025-03-14,Corrective,Routine Wear,Seal wear,P4,TECH0049,DataVolt,18.4,0.6,2843,2576,5807,2.76,23.2,Completed,0,0,2025-03
WO0005824,AST00402,PHX01,AMER-West,2025-03-14,Corrective,Compressor,Bearing wear,P2,TECH0056,FacilityPro,13.1,9.46,4978,2109,7471,0.41,14.92,Completed,1,0,2025-03
WO0004603,AST00324,SJC01,AMER-West,2025-03-14,Corrective,Valve,Actuator fault,P2,TECH0036,ABB Services,10.4,4.23,3060,1632,4751,0.52,11.14,Closed,0,0,2025-03
WO0007464,AST00516,NYC01,AMER-East,2025-03-14,Corrective,Routine Wear,Seal wear,P1,TECH0012,Schneider Services,11.1,5.61,3587,1376,5058,3.15,14.87,In Review,1,0,2025-03
WO0000295,AST00019,DEN01,AMER-Central,2025-03-14,Corrective,Cooling Loop,Pump,P3,TECH0108,Vertiv Services,19.0,6.42,2250,2983,5408,0.2,21.32,Completed,1,1,2025-03
WO0003164,AST00223,DEN01,AMER-Central,2025-03-14,Preventive,Sensor,Flow sensor,P3,TECH0016,DataVolt,5.4,0.3,608,469,1170,9.66,14.53,Completed,0,0,2025-03
WO0003170,AST00224,SEA01,AMER-West,2025-03-14,Corrective,Valve,Actuator fault,P2,TECH0118,FacilityPro,12.8,6.53,3548,1459,5328,0.2,15.5,Completed,1,0,2025-03
WO0007256,AST00503,DAL01,AMER-Central,2025-03-15,Corrective,Compressor,Start failure,P2,TECH0023,DataVolt,18.1,8.6,4425,2715,7213,1.88,19.6,Completed,1,1,2025-03
WO0000029,AST00002,PHX01,AMER-West,2025-03-15,Corrective,Sensor,Temperature sensor,P1,TECH0038,PowerGrid Mechanical,14.6,7.16,1677,1781,3519,3.12,18.71,Closed,1,0,2025-03
WO0006235,AST00427,TOR01,AMER-Central,2025-03-15,Corrective,Firmware,Communication timeout,P3,TECH0060,Schneider Services,16.2,10.51,7670,1539,9437,2.55,19.43,Completed,1,0,2025-03
WO0001304,AST00095,NYC01,AMER-East,2025-03-15,Corrective,Routine Wear,Alignment,P4,TECH0086,CBRE Ops,8.5,2.77,4029,935,5263,0.34,8.47,Closed,0,1,2025-03
WO0000008,AST00001,SEA01,AMER-West,2025-03-15,Corrective,Battery,Battery connector,P3,TECH0041,FacilityPro,25.4,6.63,4967,3073,8352,1.42,27.92,Completed,1,0,2025-03
WO0004531,AST00321,CHI01,AMER-East,2025-03-15,Preventive,Sensor,Temperature sensor,P4,TECH0035,FacilityPro,4.9,2.73,717,509,1591,7.42,12.59,Completed,0,0,2025-03
WO0000078,AST00004,SJC01,AMER-West,2025-03-15,Corrective,Sensor,Pressure sensor,P3,TECH0106,PowerGrid Mechanical,7.4,8.06,4554,725,5596,1.96,12.85,Completed,1,1,2025-03
WO0007134,AST00495,MIA01,AMER-Central,2025-03-15,Preventive,Sensor,Pressure sensor,P4,TECH0064,CBRE Ops,5.7,1.01,788,621,1477,7.98,14.27,Completed,0,0,2025-03
WO0007253,AST00503,DAL01,AMER-Central,2025-03-15,Preventive,Compressor,Compressor vibration,P3,TECH0083,DataVolt,7.7,0.66,374,662,1408,10.38,19.39,Completed,0,0,2025-03
WO0005688,AST00394,TOR01,AMER-Central,2025-03-15,Corrective,Compressor,Compressor vibration,P3,TECH0098,CBRE Ops,10.7,2.59,4400,1273,5793,1.79,13.96,Closed,0,0,2025-03
WO0002832,AST00198,SJC01,AMER-West,2025-03-15,Preventive,Valve,Valve blockage,P3,TECH0025,PowerGrid Mechanical,3.6,1.26,831,356,1505,7.08,14.15,Completed,0,0,2025-03
WO0006418,AST00439,LAX01,AMER-West,2025-03-15,Preventive,Compressor,Bearing wear,P3,TECH0111,PowerGrid Mechanical,7.8,2.67,318,936,1569,8.75,18.87,Closed,0,0,2025-03
WO0003774,AST00272,ATL01,AMER-East,2025-03-15,Preventive,Cable,Overheating,P3,TECH0038,Vertiv Services,6.8,2.12,717,666,1672,8.03,14.36,Closed,0,0,2025-03
WO0003726,AST00269,SJC01,AMER-West,2025-03-15,Corrective,Battery,Battery connector,P4,TECH0021,DataVolt,21.3,9.76,3311,2044,5442,0.91,22.22,Completed,1,0,2025-03
WO0005199,AST00365,NYC01,AMER-East,2025-03-16,Corrective,Battery,Battery bank,P4,TECH0117,Vertiv Services,18.0,6.38,185,2304,2550,0.73,18.87,Completed,1,0,2025-03
WO0006369,AST00436,DAL01,AMER-Central,2025-03-16,Corrective,Valve,Actuator fault,P3,TECH0055,Schneider Services,18.4,5.44,3956,1803,5827,3.41,23.06,Completed,0,0,2025-03
WO0001821,AST00129,SJC01,AMER-West,2025-03-16,Corrective,Fan Motor,Motor overheating,P4,TECH0022,ABB Services,14.8,7.83,2789,1406,4524,1.92,16.62,Completed,1,0,2025-03
WO0004786,AST00337,SJC01,AMER-West,2025-03-16,Preventive,Breaker,Trip event,P3,TECH0038,FacilityPro,5.5,3.76,285,709,1185,9.53,15.26,Completed,0,0,2025-03
WO0001571,AST00112,ASH01,AMER-East,2025-03-16,Corrective,Routine Wear,Inspection finding,P3,TECH0095,CBRE Ops,13.6,12.15,5915,1659,7693,0.58,12.36,Closed,1,1,2025-03
WO0004540,AST00322,SJC01,AMER-West,2025-03-16,Preventive,Compressor,Compressor vibration,P4,TECH0024,DataVolt,6.6,0.3,686,772,1570,8.75,16.15,Closed,0,0,2025-03
WO0004357,AST00313,ASH01,AMER-East,2025-03-16,Corrective,Battery,Battery connector,P3,TECH0056,FacilityPro,4.9,5.16,1619,558,2369,1.86,7.18,Completed,0,0,2025-03
WO0000163,AST00010,SEA01,AMER-West,2025-03-16,Corrective,Firmware,Sensor mapping,P2,TECH0015,CBRE Ops,13.4,4.18,4850,2077,7203,0.21,14.71,In Review,0,1,2025-03
WO0003845,AST00275,ATL01,AMER-East,2025-03-16,Corrective,Battery,Battery bank,P1,TECH0026,FacilityPro,10.1,7.83,2296,1504,4153,2.27,14.52,Completed,1,0,2025-03
WO0006180,AST00424,MIA01,AMER-Central,2025-03-16,Preventive,Cooling Loop,Pump,P3,TECH0008,PowerGrid Mechanical,1.9,0.67,226,172,476,8.71,11.5,Completed,0,0,2025-03
WO0001490,AST00107,NYC01,AMER-East,2025-03-16,Preventive,Valve,Valve blockage,P2,TECH0049,DataVolt,8.4,1.07,306,1041,1391,8.65,17.57,Completed,0,0,2025-03
WO0000490,AST00036,ASH01,AMER-East,2025-03-17,Corrective,Battery,Battery bank,P4,TECH0099,DataVolt,11.7,12.92,3309,1333,4687,1.25,13.74,Completed,1,0,2025-03
WO0003307,AST00230,ASH01,AMER-East,2025-03-17,Corrective,Battery,Battery connector,P4,TECH0046,PowerGrid Mechanical,22.8,8.93,4769,2348,7423,0.2,23.05,Completed,1,0,2025-03
WO0007532,AST00521,ASH01,AMER-East,2025-03-17,Corrective,Compressor,Compressor vibration,P3,TECH0098,Vertiv Services,16.2,7.11,3024,2397,5797,2.22,19.51,Completed,1,0,2025-03
WO0007199,AST00498,CHI01,AMER-East,2025-03-17,Preventive,Rectifier,Power board,P3,TECH0087,FacilityPro,8.4,1.35,547,739,1579,7.68,18.91,Completed,0,0,2025-03
WO0003118,AST00220,SJC01,AMER-West,2025-03-17,Corrective,Routine Wear,Alignment,P4,TECH0109,FacilityPro,12.2,11.0,1522,1207,2904,0.2,16.63,Closed,1,1,2025-03
WO0001407,AST00103,DAL01,AMER-Central,2025-03-17,Corrective,Rectifier,Voltage imbalance,P3,TECH0055,PowerGrid Mechanical,10.6,6.99,2634,1187,3904,1.77,14.37,Completed,1,0,2025-03
WO0004405,AST00315,TOR01,AMER-Central,2025-03-17,Preventive,Transformer,Tap changer,P2,TECH0070,FacilityPro,3.1,2.08,560,266,1136,9.8,15.87,Closed,0,0,2025-03
WO0007674,AST00535,ASH01,AMER-East,2025-03-17,Corrective,Firmware,Communication timeout,P4,TECH0060,PowerGrid Mechanical,12.6,5.38,4466,1474,5980,0.2,13.16,Completed,0,0,2025-03
WO0001234,AST00089,SJC01,AMER-West,2025-03-17,Preventive,Battery,Battery connector,P2,TECH0100,EcoCool,5.4,2.65,775,712,1763,7.85,14.6,Completed,0,0,2025-03
WO0005126,AST00360,ASH01,AMER-East,2025-03-17,Preventive,Compressor,Compressor vibration,P3,TECH0001,Vertiv Services,8.8,2.28,860,774,1844,7.76,18.44,Completed,0,0,2025-03
WO0003912,AST00281,ASH01,AMER-East,2025-03-17,Preventive,Firmware,Communication timeout,P4,TECH0032,FacilityPro,6.6,2.09,291,719,1062,6.04,14.2,Completed,0,0,2025-03
WO0002157,AST00153,DEN01,AMER-Central,2025-03-17,Corrective,Sensor,Pressure sensor,P4,TECH0026,DataVolt,8.4,8.24,4251,1251,5600,2.18,11.78,Completed,1,1,2025-03
WO0004160,AST00296,ATL01,AMER-East,2025-03-17,Corrective,Cooling Loop,Pump,P3,TECH0058,Vertiv Services,18.6,5.92,3504,2492,6361,1.75,21.43,In Review,1,0,2025-03
WO0006232,AST00427,TOR01,AMER-Central,2025-03-17,Preventive,Battery,Battery connector,P3,TECH0067,ABB Services,5.0,2.36,1037,525,1923,9.61,15.59,Completed,0,0,2025-03
WO0001419,AST00103,DAL01,AMER-Central,2025-03-17,Preventive,Capacitor,Capacitor aging,P4,TECH0059,Vertiv Services,2.7,1.79,540,232,825,8.77,14.03,Completed,0,0,2025-03
WO0003959,AST00285,LAX01,AMER-West,2025-03-17,Preventive,Routine Wear,Inspection finding,P3,TECH0104,CBRE Ops,7.7,2.77,409,700,1367,8.19,17.14,Closed,0,0,2025-03
WO0001982,AST00140,ASH01,AMER-East,2025-03-18,Preventive,Compressor,Compressor vibration,P2,TECH0047,FacilityPro,3.1,2.78,156,328,632,8.82,11.7,Completed,0,0,2025-03
WO0004767,AST00335,SJC01,AMER-West,2025-03-18,Preventive,Routine Wear,Alignment,P2,TECH0068,DataVolt,8.3,2.3,960,821,1998,7.2,17.87,Completed,0,0,2025-03
WO0000827,AST00060,DAL01,AMER-Central,2025-03-18,Preventive,Valve,Valve leak,P3,TECH0093,Schneider Services,3.3,3.44,656,359,1289,8.4,11.6,Completed,0,0,2025-03
WO0007152,AST00496,DEN01,AMER-Central,2025-03-18,Preventive,Fuel System,Fuel leak,P3,TECH0051,EcoCool,7.9,0.7,507,718,1408,7.33,15.83,Closed,0,0,2025-03
WO0000543,AST00042,DAL01,AMER-Central,2025-03-18,Corrective,Battery,Cell degradation,P2,TECH0077,PowerGrid Mechanical,13.9,14.17,1111,1848,3230,0.2,13.5,Completed,1,1,2025-03
WO0006924,AST00478,SEA01,AMER-West,2025-03-18,Preventive,Routine Wear,Inspection finding,P3,TECH0045,Schneider Services,6.5,1.59,662,617,1501,7.16,13.78,Closed,0,0,2025-03
WO0006641,AST00458,DAL01,AMER-Central,2025-03-18,Corrective,Battery,Battery connector,P2,TECH0010,Vertiv Services,11.2,8.87,1972,1232,3577,1.47,12.35,Completed,1,0,2025-03
WO0001356,AST00098,ASH01,AMER-East,2025-03-18,Corrective,Sensor,Flow sensor,P4,TECH0059,FacilityPro,9.2,4.82,2898,1462,4447,1.71,12.89,Completed,0,0,2025-03
WO0002333,AST00166,NYC01,AMER-East,2025-03-18,Preventive,Cable,Insulation wear,P3,TECH0104,FacilityPro,7.3,3.89,823,846,1947,10.11,18.68,Completed,0,0,2025-03
WO0004384,AST00314,SEA01,AMER-West,2025-03-18,Preventive,Routine Wear,Seal wear,P2,TECH0102,FacilityPro,5.0,3.05,500,525,1193,7.36,13.95,Completed,0,0,2025-03
WO0007288,AST00504,CHI01,AMER-East,2025-03-19,Preventive,Firmware,Sensor mapping,P3,TECH0056,EcoCool,3.9,1.95,872,362,1357,9.98,14.37,Completed,0,0,2025-03
WO0003399,AST00240,NYC01,AMER-East,2025-03-19,Corrective,Capacitor,Bulge,P2,TECH0083,PowerGrid Mechanical,9.8,10.74,1784,1176,3276,1.97,13.64,Completed,1,1,2025-03
WO0003367,AST00236,PHX01,AMER-West,2025-03-19,Corrective,Fuel System,Fuel pump,P2,TECH0080,ABB Services,9.5,6.11,3052,1092,4290,2.93,14.37,Completed,1,0,2025-03
WO0000329,AST00021,TOR01,AMER-Central,2025-03-19,Preventive,Breaker,Breaker wear,P1,TECH0087,PowerGrid Mechanical,4.7,1.25,445,611,1332,9.22,16.76,Completed,0,0,2025-03
WO0006261,AST00429,SJC01,AMER-West,2025-03-19,Corrective,Transformer,Insulation aging,P3,TECH0112,ABB Services,7.2,6.0,3153,950,4189,3.23,12.17,Completed,1,0,2025-03
WO0000994,AST00071,DAL01,AMER-Central,2025-03-19,Preventive,Capacitor,Bulge,P3,TECH0045,Schneider Services,5.9,1.99,459,560,1373,8.36,15.6,Completed,0,0,2025-03
WO0000578,AST00043,MIA01,AMER-Central,2025-03-19,Corrective,Fan Motor,Motor overheating,P4,TECH0035,EcoCool,18.0,5.47,2096,2628,5083,0.2,18.88,Completed,0,1,2025-03
WO0005826,AST00402,PHX01,AMER-West,2025-03-19,Corrective,Compressor,Compressor vibration,P2,TECH0074,Vertiv Services,19.4,3.53,3768,2948,6835,2.6,24.5,Completed,0,0,2025-03
WO0004522,AST00321,CHI01,AMER-East,2025-03-19,Corrective,Fan Motor,VFD issue,P2,TECH0077,CBRE Ops,13.1,2.69,4658,2017,6899,2.88,16.47,Completed,0,1,2025-03
WO0000744,AST00055,ASH01,AMER-East,2025-03-19,Corrective,Capacitor,Bulge,P3,TECH0078,FacilityPro,15.3,3.21,3092,2172,5612,2.1,18.66,Completed,0,0,2025-03
WO0004358,AST00313,ASH01,AMER-East,2025-03-19,Corrective,Battery,Cell degradation,P1,TECH0089,Schneider Services,16.0,7.66,3267,2352,5917,1.2,16.87,Completed,1,0,2025-03
WO0000906,AST00066,ATL01,AMER-East,2025-03-19,Corrective,Routine Wear,Alignment,P3,TECH0042,EcoCool,18.2,6.86,2560,2966,5726,2.76,22.17,Completed,1,0,2025-03
WO0002669,AST00189,ATL01,AMER-East,2025-03-19,Preventive,Controller,Control board,P2,TECH0051,FacilityPro,6.0,2.61,483,552,1300,6.75,14.11,Completed,0,0,2025-03
WO0001960,AST00138,ASH01,AMER-East,2025-03-20,Preventive,Fuel System,Fuel pump,P3,TECH0100,FacilityPro,4.7,1.89,930,564,1687,7.77,12.38,Closed,0,0,2025-03
WO0000730,AST00054,NYC01,AMER-East,2025-03-20,Corrective,Routine Wear,Seal wear,P3,TECH0007,FacilityPro,13.4,12.93,2769,1782,4740,2.83,18.86,Closed,1,0,2025-03
WO0000343,AST00023,TOR01,AMER-Central,2025-03-20,Corrective,Sensor,Flow sensor,P4,TECH0076,CBRE Ops,13.5,5.39,3622,1620,5442,0.59,14.05,Closed,0,0,2025-03
WO0004872,AST00347,NYC01,AMER-East,2025-03-20,Preventive,Firmware,Patch gap,P3,TECH0013,ABB Services,6.3,1.5,903,636,1655,9.61,15.41,Completed,0,0,2025-03
WO0001149,AST00085,SEA01,AMER-West,2025-03-20,Corrective,Firmware,Communication timeout,P3,TECH0033,ABB Services,12.8,4.48,3278,1868,5278,2.43,17.25,Completed,0,1,2025-03
WO0003439,AST00243,ASH01,AMER-East,2025-03-20,Corrective,Sensor,Pressure sensor,P3,TECH0090,EcoCool,13.9,7.6,1104,2015,3233,2.26,15.48,Closed,1,0,2025-03
WO0001405,AST00103,DAL01,AMER-Central,2025-03-20,Corrective,Battery,Cell degradation,P2,TECH0065,DataVolt,21.9,9.99,4402,3263,7861,2.55,25.64,Closed,1,1,2025-03
WO0006163,AST00424,MIA01,AMER-Central,2025-03-20,Corrective,Valve,Actuator fault,P3,TECH0006,FacilityPro,15.2,8.05,4818,1945,6945,1.34,18.21,Completed,1,0,2025-03
WO0005858,AST00404,ATL01,AMER-East,2025-03-20,Preventive,Routine Wear,Seal wear,P2,TECH0030,Vertiv Services,6.4,4.72,748,672,1714,7.74,14.93,Completed,0,0,2025-03
WO0004002,AST00290,SJC01,AMER-West,2025-03-20,Preventive,Breaker,Connection heat,P4,TECH0038,FacilityPro,7.4,1.29,489,651,1317,9.1,17.41,Closed,0,0,2025-03
WO0006532,AST00446,TOR01,AMER-Central,2025-03-20,Corrective,Routine Wear,Inspection finding,P3,TECH0016,FacilityPro,14.5,10.15,1849,1711,3916,0.94,17.28,Completed,1,0,2025-03
WO0004747,AST00332,ASH01,AMER-East,2025-03-20,Corrective,Valve,Actuator fault,P4,TECH0084,DataVolt,27.8,11.06,4267,2641,7201,1.33,29.5,Completed,1,0,2025-03
WO0006957,AST00480,DAL01,AMER-Central,2025-03-20,Corrective,Breaker,Breaker wear,P2,TECH0043,PowerGrid Mechanical,13.1,6.45,584,1755,2593,2.09,17.94,Completed,1,0,2025-03
WO0007110,AST00494,ATL01,AMER-East,2025-03-20,Corrective,Valve,Valve leak,P3,TECH0013,Schneider Services,17.2,5.04,2982,2201,5467,0.2,18.35,Completed,0,0,2025-03
WO0001784,AST00126,CHI01,AMER-East,2025-03-21,Corrective,Battery,Cell degradation,P4,TECH0063,Vertiv Services,10.7,9.15,3534,1487,5161,2.18,14.31,In Review,1,0,2025-03
WO0007620,AST00529,ATL01,AMER-East,2025-03-21,Preventive,Compressor,Compressor vibration,P3,TECH0057,ABB Services,6.4,3.0,60,652,926,7.44,14.92,Closed,0,0,2025-03
WO0005232,AST00367,ASH01,AMER-East,2025-03-21,Preventive,Compressor,Start failure,P4,TECH0100,PowerGrid Mechanical,4.7,2.32,1104,639,1854,10.52,15.22,Completed,0,0,2025-03
WO0004139,AST00296,ATL01,AMER-East,2025-03-21,Corrective,Sensor,Temperature sensor,P2,TECH0117,Vertiv Services,18.3,9.94,924,1775,2944,2.1,22.14,Completed,1,0,2025-03
WO0001277,AST00093,LAX01,AMER-West,2025-03-21,Preventive,Cooling Loop,Pump,P2,TECH0109,PowerGrid Mechanical,4.4,2.15,645,444,1365,11.02,16.04,Completed,0,0,2025-03
WO0002023,AST00142,ASH01,AMER-East,2025-03-21,Preventive,Fan Motor,VFD issue,P2,TECH0081,PowerGrid Mechanical,4.0,0.41,515,424,1089,9.75,14.71,Completed,0,0,2025-03
WO0002054,AST00144,SJC01,AMER-West,2025-03-21,Corrective,Breaker,Trip event,P3,TECH0009,Schneider Services,13.3,5.78,2692,1303,4355,0.2,14.43,Closed,1,0,2025-03
WO0006626,AST00456,NYC01,AMER-East,2025-03-21,Corrective,Firmware,Communication timeout,P1,TECH0111,FacilityPro,9.5,7.61,2181,1491,3781,1.87,12.72,Completed,1,1,2025-03
WO0006662,AST00460,SEA01,AMER-West,2025-03-21,Preventive,Cooling Loop,Coolant leak,P2,TECH0058,Schneider Services,6.4,0.97,501,672,1394,6.74,15.56,Completed,0,0,2025-03
WO0000938,AST00067,ASH01,AMER-East,2025-03-21,Corrective,Compressor,Bearing wear,P2,TECH0115,Vertiv Services,11.1,5.64,2339,1154,3696,2.3,14.45,Closed,1,0,2025-03
WO0005066,AST00358,ASH01,AMER-East,2025-03-21,Preventive,Routine Wear,Alignment,P3,TECH0075,Vertiv Services,8.8,2.49,598,941,1861,6.08,16.71,Completed,0,0,2025-03
WO0003852,AST00275,ATL01,AMER-East,2025-03-21,Preventive,Battery,Battery connector,P3,TECH0005,FacilityPro,1.5,2.25,399,177,641,6.27,10.13,Completed,0,0,2025-03
WO0004498,AST00321,CHI01,AMER-East,2025-03-21,Corrective,Routine Wear,Alignment,P4,TECH0105,CBRE Ops,11.9,9.54,2322,1451,3843,1.59,14.18,Completed,1,0,2025-03
WO0006933,AST00479,CHI01,AMER-East,2025-03-21,Corrective,Routine Wear,Inspection finding,P3,TECH0061,EcoCool,21.0,5.74,3764,3255,7119,0.96,23.72,Closed,1,1,2025-03
WO0003493,AST00250,DAL01,AMER-Central,2025-03-22,Corrective,Controller,Control board,P3,TECH0117,DataVolt,9.2,12.71,3695,975,5040,0.2,9.82,Completed,1,1,2025-03
WO0000716,AST00054,NYC01,AMER-East,2025-03-22,Preventive,Compressor,Bearing wear,P1,TECH0050,CBRE Ops,4.7,1.41,587,629,1385,6.66,10.94,Completed,0,0,2025-03
WO0007229,AST00500,TOR01,AMER-Central,2025-03-22,Corrective,Cooling Loop,Heat exchanger,P1,TECH0018,CBRE Ops,16.6,4.89,1959,2058,4157,1.15,21.25,Completed,0,0,2025-03
WO0005208,AST00366,NYC01,AMER-East,2025-03-22,Preventive,Cooling Loop,Pump,P2,TECH0114,CBRE Ops,7.1,0.3,632,745,1578,10.2,19.92,Completed,0,0,2025-03
WO0001143,AST00084,SJC01,AMER-West,2025-03-22,Preventive,Cable,Insulation wear,P1,TECH0074,CBRE Ops,3.9,3.08,337,362,788,8.3,13.12,Completed,0,0,2025-03
WO0000398,AST00028,DAL01,AMER-Central,2025-03-22,Corrective,Routine Wear,Alignment,P2,TECH0002,Schneider Services,9.8,7.38,743,1234,2102,1.84,12.6,Completed,1,0,2025-03
WO0002777,AST00196,ASH01,AMER-East,2025-03-22,Preventive,Battery,Battery connector,P2,TECH0093,CBRE Ops,4.0,3.08,663,420,1290,6.62,12.55,Closed,0,0,2025-03
WO0004105,AST00294,NYC01,AMER-East,2025-03-22,Corrective,Routine Wear,Inspection finding,P3,TECH0021,FacilityPro,12.2,6.14,3635,1598,5483,0.2,13.01,Closed,1,0,2025-03
WO0000476,AST00035,SJC01,AMER-West,2025-03-22,Corrective,Firmware,Patch gap,P3,TECH0110,CBRE Ops,10.2,5.71,2644,1275,4206,0.42,10.46,Completed,1,0,2025-03
WO0003521,AST00252,NYC01,AMER-East,2025-03-22,Corrective,Cooling Loop,Heat exchanger,P2,TECH0078,Schneider Services,4.3,7.65,2767,576,3639,2.94,7.17,Completed,1,0,2025-03
WO0005855,AST00404,ATL01,AMER-East,2025-03-22,Corrective,Transformer,Tap changer,P3,TECH0060,FacilityPro,12.1,10.67,4221,1439,5817,1.9,13.84,Completed,1,0,2025-03
WO0004591,AST00324,SJC01,AMER-West,2025-03-22,Corrective,Cooling Loop,Pump,P3,TECH0035,FacilityPro,10.6,6.28,3029,1017,4136,2.72,15.76,Completed,1,0,2025-03
WO0005260,AST00369,CHI01,AMER-East,2025-03-22,Preventive,Routine Wear,Inspection finding,P4,TECH0046,FacilityPro,7.5,1.97,553,682,1458,8.01,18.4,Closed,0,0,2025-03
WO0002418,AST00172,CHI01,AMER-East,2025-03-23,Corrective,Fuel System,Fuel leak,P3,TECH0034,Schneider Services,25.4,2.82,4184,3073,7519,0.2,25.83,Completed,0,1,2025-03
WO0003776,AST00272,ATL01,AMER-East,2025-03-23,Preventive,Routine Wear,Seal wear,P4,TECH0035,DataVolt,5.6,1.05,1149,683,1941,11.11,19.36,Completed,0,0,2025-03
WO0005776,AST00399,PHX01,AMER-West,2025-03-23,Preventive,Routine Wear,Seal wear,P4,TECH0063,PowerGrid Mechanical,10.5,1.14,528,1071,1704,8.62,22.17,Completed,0,0,2025-03
WO0005866,AST00404,ATL01,AMER-East,2025-03-23,Corrective,Cable,Connection looseness,P2,TECH0065,Schneider Services,14.4,8.71,3984,2304,6466,1.45,16.29,In Review,1,1,2025-03
WO0007344,AST00508,TOR01,AMER-Central,2025-03-23,Preventive,Cooling Loop,Pump,P3,TECH0101,PowerGrid Mechanical,5.5,0.49,360,665,1314,8.81,16.03,Completed,0,0,2025-03
WO0004077,AST00294,NYC01,AMER-East,2025-03-23,Corrective,Compressor,Compressor vibration,P3,TECH0107,FacilityPro,11.4,5.11,5366,1470,6962,0.71,13.97,Completed,0,0,2025-03
WO0000309,AST00020,DAL01,AMER-Central,2025-03-23,Corrective,Rectifier,Voltage imbalance,P2,TECH0088,FacilityPro,6.0,1.64,2838,702,3672,1.3,7.77,Completed,0,0,2025-03
WO0002056,AST00145,TOR01,AMER-Central,2025-03-23,Preventive,Firmware,Sensor mapping,P2,TECH0028,Schneider Services,7.1,1.08,754,724,1619,9.87,17.68,Completed,0,0,2025-03
WO0002888,AST00202,SJC01,AMER-West,2025-03-23,Corrective,Routine Wear,Seal wear,P3,TECH0079,DataVolt,21.8,2.09,2552,3357,5975,1.91,24.98,Completed,0,0,2025-03
WO0003601,AST00258,SJC01,AMER-West,2025-03-23,Preventive,Breaker,Connection heat,P2,TECH0038,Vertiv Services,5.5,2.53,825,522,1720,8.78,16.94,Closed,0,0,2025-03
WO0001558,AST00111,LAX01,AMER-West,2025-03-23,Corrective,Capacitor,Thermal stress,P3,TECH0068,CBRE Ops,13.5,12.93,4106,2079,6410,2.33,17.89,Completed,1,0,2025-03
WO0003942,AST00283,CHI01,AMER-East,2025-03-23,Corrective,Battery,Cell degradation,P3,TECH0012,DataVolt,9.3,4.62,4576,1283,5910,0.93,11.03,Closed,0,0,2025-03
WO0003414,AST00240,NYC01,AMER-East,2025-03-23,Corrective,Battery,Cell degradation,P2,TECH0103,CBRE Ops,9.1,2.95,7320,1064,8452,2.22,11.42,Completed,0,0,2025-03
WO0000720,AST00054,NYC01,AMER-East,2025-03-23,Corrective,Compressor,Start failure,P3,TECH0098,Schneider Services,22.7,8.78,3655,3155,7182,1.23,24.76,Completed,1,0,2025-03
WO0001242,AST00090,LAX01,AMER-West,2025-03-24,Corrective,Routine Wear,Inspection finding,P2,TECH0056,EcoCool,19.2,7.17,3999,1862,6139,1.72,22.12,Closed,1,0,2025-03
WO0005293,AST00372,DAL01,AMER-Central,2025-03-24,Corrective,Routine Wear,Seal wear,P4,TECH0116,CBRE Ops,6.5,8.13,5049,650,5885,1.4,10.58,Completed,1,1,2025-03
